1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd
872,0.0,3.0,No,0,Unf,858,480,Unf,1974.0,872,TA,8294,70.0,0.0,0,5,4,858,1971,1971
1294,0.0,3.0,No,1200,GLQ,78,496,,1991.0,1294,Gd,7153,69.0,88.0,51,5,6,1278,1991,1991
869,349.0,3.0,No,375,ALQ,360,440,Unf,2003.0,1218,TA,6000,60.0,0.0,0,6,6,735,1941,1950
963,829.0,3.0,No,361,GLQ,602,564,RFn,2001.0,1792,Gd,12435,80.0,172.0,96,5,7,963,2001,2001
864,0.0,3.0,No,521,BLQ,169,624,,1964.0,864,TA,9100,70.0,0.0,0,5,5,864,1958,1958
1132,0.0,2.0,No,1024,GLQ,108,451,Fin,2005.0,1132,Gd,7024,60.0,0.0,64,5,4,1132,2005,2005
935,0.0,3.0,No,560,BLQ,0,288,Unf,1965.0,935,TA,13526,69.0,114.0,0,6,5,935,1965,1965
1114,0.0,3.0,No,814,GLQ,300,576,Unf,2004.0,1114,Gd,13695,66.0,0.0,78,5,6,1114,2003,2004
1338,1296.0,6.0,No,500,LwQ,748,968,,1969.0,2634,TA,11643,91.0,368.0,0,5,5,1248,1969,1969
1195,644.0,4.0,No,0,Unf,1195,486,Fin,1998.0,1839,TA,16770,58.0,30.0,81,5,7,1195,1998,1998
1801,0.0,1.0,No,1247,ALQ,254,484,Fin,1959.0,1801,TA,15602,100.0,0.0,54,8,7,1501,1959,1997
916,684.0,3.0,Av,0,Unf,916,460,Fin,1997.0,1600,TA,8773,57.0,0.0,38,5,6,916,1997,1997
672,714.0,3.0,Mn,438,Rec,234,440,Fin,1978.0,1386,TA,11616,69.0,328.0,0,5,6,672,1978,1978
1144,0.0,3.0,No,572,Rec,572,456,Unf,1961.0,1144,TA,7875,75.0,136.0,0,6,5,1144,1961,1961
1370,0.0,2.0,Mn,24,GLQ,1346,484,RFn,2006.0,1370,Gd,6442,44.0,178.0,49,5,8,1370,2006,2006
1040,0.0,2.0,,0,,0,625,Unf,1950.0,1040,TA,7200,60.0,0.0,0,7,5,0,1950,1950
1414,0.0,3.0,Av,24,GLQ,1390,494,RFn,2004.0,1414,Gd,8773,65.0,98.0,105,5,7,1414,2004,2004
788,0.0,2.0,No,266,Rec,522,0,,1980.0,788,TA,7446,69.0,0.0,0,5,4,788,1941,1950
1026,981.0,3.0,Av,765,GLQ,252,812,,2008.0,2007,Ex,11003,85.0,160.0,52,5,10,1017,2008,2008
1298,1216.0,4.0,No,1216,LwQ,0,693,Fin,1990.0,2514,TA,11170,69.0,0.0,0,5,7,1216,1990,1991
981,787.0,3.0,No,569,ALQ,162,240,Unf,1939.0,1768,Gd,7200,60.0,252.0,0,7,5,731,1937,1950
864,864.0,3.0,No,0,Unf,864,572,RFn,2004.0,1728,Gd,9313,65.0,0.0,56,5,7,864,2004,2004
698,728.0,3.0,No,535,BLQ,155,440,Fin,1977.0,1426,TA,7950,75.0,140.0,0,6,6,690,1977,1977
1007,793.0,3.0,No,0,Unf,982,463,Fin,2000.0,1800,TA,8123,60.0,16.0,63,5,6,982,2000,2000
1432,0.0,2.0,Gd,680,ALQ,289,588,Unf,1978.0,1432,Gd,16157,69.0,0.0,180,7,5,1360,1978,1978
1542,1330.0,4.0,No,896,ALQ,434,619,Fin,1977.0,2872,TA,12227,69.0,424.0,282,7,6,1330,1977,1995
768,0.0,2.0,Av,660,,108,396,Fin,1974.0,768,TA,7200,60.0,0.0,0,8,5,768,1972,2003
953,711.0,3.0,No,0,Unf,953,460,RFn,2000.0,1664,TA,8121,69.0,0.0,40,5,6,953,2000,2000
1150,0.0,3.0,No,179,ALQ,465,300,RFn,1959.0,1150,TA,7945,70.0,0.0,0,6,5,1150,1959,1959
803,0.0,2.0,Av,116,BLQ,604,360,Unf,1941.0,803,TA,5000,50.0,0.0,0,6,5,720,1941,1950
1620,0.0,2.0,Gd,1022,GLQ,598,912,Fin,2008.0,1620,Ex,12898,89.0,70.0,0,5,9,1620,2007,2008
884,1151.0,3.0,No,0,Unf,884,434,Fin,2001.0,2035,Gd,9505,69.0,180.0,48,5,7,884,2001,2001
840,534.0,2.0,No,315,ALQ,420,338,Fin,1967.0,1374,TA,5400,90.0,0.0,0,6,4,840,1920,1950
876,540.0,4.0,Mn,0,Unf,876,720,Unf,1949.0,1416,TA,12665,100.0,0.0,0,8,5,876,1915,1950
697,804.0,3.0,No,518,ALQ,179,420,Fin,1993.0,1501,Gd,7685,69.0,112.0,63,5,6,697,1993,1994
875,0.0,2.0,No,209,BLQ,506,180,Unf,1931.0,875,TA,6120,51.0,0.0,0,7,5,715,1931,1993
1088,441.0,4.0,,0,,0,240,Unf,1945.0,1529,TA,8405,50.0,0.0,0,3,4,0,1945,1950
2084,0.0,2.0,Av,1636,GLQ,442,1220,Fin,2007.0,2084,Ex,14803,114.0,816.0,45,5,10,2078,2007,2008
1453,0.0,3.0,Gd,1082,GLQ,371,445,RFn,1986.0,1453,Gd,5271,69.0,0.0,80,5,7,1453,1986,1986
912,0.0,3.0,Mn,832,GLQ,80,288,,1962.0,912,Gd,6768,65.0,0.0,0,8,6,912,1961,1996
483,504.0,2.0,No,309,BLQ,174,264,Unf,1973.0,987,TA,1953,21.0,408.0,0,5,6,483,1973,1973
1429,0.0,3.0,No,594,BLQ,331,572,Unf,1960.0,1429,Gd,14585,69.0,85.0,110,6,6,1144,1960,1987
848,0.0,3.0,Mn,662,GLQ,186,420,RFn,2004.0,848,Gd,4435,37.0,169.0,0,5,6,848,2004,2004
1032,0.0,4.0,No,0,Unf,360,672,Unf,1999.0,1812,Gd,7630,76.0,0.0,0,9,5,360,1900,1996
1052,0.0,3.0,Av,1016,,36,288,RFn,1968.0,1052,TA,8400,70.0,168.0,0,5,5,1052,1968,1968
1306,0.0,3.0,No,0,Unf,728,0,,1980.0,1306,Fa,5350,55.0,0.0,0,2,3,728,1940,1966
1211,0.0,3.0,No,250,BLQ,210,322,,1968.0,1211,TA,8250,55.0,0.0,63,5,5,952,1968,1968
1188,0.0,3.0,No,593,,595,312,Unf,1962.0,1188,TA,26142,69.0,189.0,39,7,5,1188,1962,1962
1056,0.0,3.0,No,1056,Rec,0,384,Unf,1966.0,1056,TA,8900,69.0,0.0,42,4,4,1056,1966,1966
1368,0.0,2.0,No,0,Unf,1368,474,,2005.0,1368,Gd,6792,40.0,94.0,35,5,7,1368,2005,2006
1108,0.0,3.0,No,0,Unf,637,280,Unf,1930.0,1108,Gd,7449,57.0,0.0,0,7,7,637,1930,1950
884,464.0,3.0,No,0,,884,216,Unf,1960.0,1348,TA,6000,50.0,0.0,0,8,5,884,1925,1997
1096,895.0,3.0,Mn,297,Rec,0,432,Unf,1977.0,1991,TA,11275,69.0,480.0,0,7,6,854,1932,1950
1392,1392.0,5.0,No,790,,133,564,RFn,1978.0,2784,Gd,16692,80.0,184.0,112,5,7,1392,1978,1978
1051,788.0,4.0,No,0,Unf,756,442,Unf,1966.0,1839,TA,7700,70.0,351.0,124,5,6,756,1966,1966
848,0.0,1.0,Av,685,GLQ,163,420,,2003.0,848,Gd,4435,69.0,170.0,0,5,6,848,2003,2003
798,0.0,3.0,No,0,Unf,798,595,RFn,2003.0,1640,Gd,7226,72.0,0.0,45,5,7,798,2003,2003
672,546.0,3.0,No,356,BLQ,316,264,Unf,1973.0,1218,TA,1890,21.0,285.0,28,5,6,672,1973,1973
1940,0.0,3.0,Av,1646,GLQ,284,606,Fin,2010.0,1940,Ex,10159,83.0,450.0,95,5,9,1930,2009,2010
816,0.0,2.0,No,708,GLQ,108,308,Unf,1957.0,816,TA,7100,73.0,0.0,0,7,5,816,1957,1957
756,378.0,3.0,No,312,ALQ,444,240,Unf,1940.0,1134,TA,8160,60.0,0.0,0,6,5,756,1940,1950
888,676.0,3.0,No,0,Unf,650,476,Unf,1980.0,1564,TA,8400,70.0,130.0,50,6,6,650,1980,1981
1216,639.0,4.0,No,444,Rec,550,325,Unf,1954.0,1855,TA,9525,75.0,0.0,0,4,6,994,1954,1972
864,0.0,3.0,No,0,Unf,864,280,,1972.0,864,TA,9353,71.0,0.0,0,5,4,864,1970,1970
1553,1177.0,4.0,Gd,28,LwQ,0,576,,1987.0,2730,Gd,10380,86.0,172.0,96,5,7,1502,1986,1987
1014,685.0,3.0,Mn,440,BLQ,538,420,Unf,1920.0,1699,TA,10615,107.0,0.0,74,5,3,978,1900,1970
1498,0.0,2.0,Mn,0,Unf,1498,675,,2006.0,1498,Gd,8990,73.0,0.0,33,5,7,1498,2006,2006
1098,0.0,3.0,No,902,ALQ,196,260,,1955.0,1098,TA,7390,69.0,151.0,0,7,5,1098,1955,1955
928,0.0,2.0,No,377,Rec,551,252,Unf,1956.0,928,TA,13300,70.0,0.0,0,7,5,928,1956,2000
1310,0.0,3.0,Av,24,GLQ,1286,400,Fin,2005.0,1310,Gd,8767,65.0,0.0,0,5,7,1310,2005,2005
936,840.0,3.0,,0,Unf,936,474,RFn,2002.0,1776,Gd,14006,65.0,144.0,96,5,7,936,2002,2002
832,1103.0,3.0,No,544,GLQ,288,552,Fin,2009.0,1935,TA,8004,75.0,110.0,150,5,8,832,2009,2009
980,0.0,3.0,Av,400,,100,384,Fin,1967.0,980,TA,9750,75.0,0.0,0,5,5,980,1967,1967
1242,0.0,3.0,No,916,ALQ,326,528,Unf,1973.0,1242,TA,9600,80.0,320.0,0,6,7,1242,1973,1973
747,0.0,2.0,No,0,Unf,747,220,Unf,1945.0,747,TA,4608,47.0,0.0,0,6,4,747,1945,1950
694,0.0,3.0,No,365,LwQ,75,352,Unf,1990.0,694,Gd,4280,40.0,0.0,0,6,5,440,1913,2002
1302,0.0,3.0,Gd,270,LwQ,452,309,RFn,1964.0,1302,Gd,9350,85.0,108.0,0,7,6,1302,1964,1991
1437,0.0,3.0,No,988,Rec,200,576,Unf,1999.0,1437,TA,14175,69.0,0.0,0,6,5,1188,1956,1987
1006,0.0,3.0,No,288,GLQ,718,0,,1980.0,1006,TA,9000,69.0,0.0,24,3,5,1006,1959,1959
1097,0.0,3.0,No,0,Unf,1097,672,Unf,1995.0,1097,TA,10859,112.0,0.0,64,5,5,1097,1994,1995
822,843.0,3.0,No,0,Unf,813,562,RFn,2007.0,1665,Gd,8125,65.0,0.0,0,6,7,813,2007,2007
983,756.0,3.0,No,649,GLQ,321,480,Fin,1999.0,1739,Gd,2645,24.0,456.0,0,5,8,970,1999,2000
728,728.0,3.0,Av,648,GLQ,80,410,Fin,2005.0,1456,Gd,8199,63.0,0.0,18,5,7,728,2005,2005
799,772.0,3.0,No,0,Unf,799,380,RFn,1993.0,1571,TA,7837,59.0,0.0,40,7,6,799,1993,1994
1001,634.0,2.0,No,0,Unf,485,255,Unf,1950.0,1635,Gd,5310,59.0,0.0,0,8,6,485,1910,2003
2156,0.0,3.0,No,297,BLQ,1203,508,RFn,1968.0,2156,TA,20781,69.0,0.0,80,7,7,1568,1968,2003
1086,0.0,3.0,Av,516,ALQ,380,484,RFn,1966.0,1086,TA,13400,85.0,1047.0,0,5,5,1024,1966,1966
1268,0.0,2.0,No,540,LwQ,728,244,Fin,1954.0,1268,TA,7800,78.0,200.0,98,6,5,1268,1954,1954
1423,748.0,3.0,No,0,Unf,588,672,Fin,1993.0,2555,TA,11526,79.0,0.0,0,7,6,588,1922,1994
1072,0.0,2.0,Gd,459,,88,525,,2005.0,1072,TA,3675,35.0,80.0,28,5,6,547,2005,2005
769,804.0,3.0,No,378,GLQ,378,440,Unf,2000.0,1573,Gd,2117,69.0,216.0,32,5,6,756,2000,2000
905,881.0,3.0,No,648,GLQ,176,684,RFn,1997.0,1786,Gd,9337,69.0,0.0,162,5,6,824,1997,1997
970,739.0,3.0,No,0,Unf,970,380,Unf,2004.0,1709,Gd,2522,24.0,50.0,40,5,6,970,2004,2006
833,0.0,2.0,No,415,Rec,418,326,Unf,1955.0,833,Gd,5400,90.0,0.0,0,7,5,833,1954,2000
983,767.0,4.0,Mn,660,ALQ,323,423,Unf,1989.0,1750,TA,12508,75.0,0.0,0,7,6,983,1940,1985
1165,0.0,4.0,No,0,Unf,1141,420,Fin,1998.0,2263,Gd,12090,93.0,650.0,123,5,8,1141,1998,1998
1340,0.0,3.0,,0,,0,252,,1957.0,1340,TA,9060,60.0,98.0,0,6,5,0,1957,2006
1620,0.0,3.0,No,1116,BLQ,165,490,Unf,1993.0,1620,TA,9991,69.0,0.0,78,4,4,1281,1976,1993
1291,1230.0,5.0,No,837,ALQ,105,576,,1973.0,2521,TA,3964,42.0,0.0,20,4,6,942,1973,1973
1525,0.0,3.0,Av,1400,GLQ,125,541,RFn,2000.0,1525,Gd,9100,70.0,244.0,36,5,7,1525,2000,2000
1552,0.0,3.0,Av,24,GLQ,1528,782,,2005.0,1552,Gd,10084,84.0,196.0,20,5,7,1552,2005,2006
1600,0.0,3.0,No,0,Unf,1566,890,RFn,2007.0,1600,Gd,14230,110.0,640.0,56,5,8,1566,2007,2007
887,1134.0,3.0,No,0,Unf,868,422,RFn,2006.0,2021,Gd,23257,168.0,0.0,100,5,7,868,2006,2006
728,728.0,3.0,No,0,Unf,728,429,RFn,2006.0,1456,TA,15578,105.0,0.0,0,5,6,728,2006,2006
1559,0.0,3.0,No,338,Rec,1221,812,Unf,1948.0,1559,TA,8100,90.0,0.0,116,6,5,1559,1948,1973
1057,0.0,3.0,No,417,Rec,640,576,Fin,1977.0,1057,TA,7420,70.0,0.0,0,5,5,1057,1962,1962
1235,0.0,2.0,No,600,Rec,635,480,Unf,1961.0,1235,TA,8500,85.0,203.0,0,3,5,1235,1961,1961
958,0.0,2.0,No,958,LwQ,0,440,RFn,1976.0,958,TA,4928,69.0,0.0,60,6,6,958,1976,1976
923,0.0,3.0,No,658,ALQ,218,264,Unf,1984.0,923,TA,6951,37.0,0.0,0,5,5,876,1984,1985
1702,0.0,1.0,No,1540,GLQ,162,1052,Fin,2008.0,1702,Ex,8769,65.0,766.0,72,5,9,1702,2008,2008
810,518.0,3.0,No,0,Unf,686,210,Unf,1940.0,1328,TA,9906,57.0,0.0,172,4,4,686,1925,1950
859,319.0,2.0,Mn,0,Unf,859,384,RFn,1964.0,1178,TA,8712,66.0,0.0,0,7,4,859,1900,1950
992,873.0,3.0,No,735,GLQ,257,839,,2000.0,1865,Gd,10316,69.0,0.0,184,5,7,992,2000,2000
2444,1872.0,4.0,Gd,1455,GLQ,989,832,Fin,1994.0,4316,Ex,21535,104.0,1170.0,50,6,10,2444,1994,1995
1494,0.0,3.0,Mn,922,GLQ,572,530,RFn,2002.0,1494,Gd,12803,88.0,99.0,36,5,7,1494,2002,2002
1069,0.0,2.0,No,559,ALQ,510,440,RFn,1977.0,1069,TA,4043,53.0,0.0,55,6,6,1069,1977,1977
1742,0.0,2.0,Gd,1148,GLQ,594,564,RFn,1985.0,1742,Gd,6563,69.0,0.0,28,5,8,1742,1985,1985
625,625.0,2.0,No,0,Unf,625,625,Fin,2006.0,1250,Gd,4017,35.0,0.0,54,5,7,625,2006,2007
672,0.0,2.0,No,344,Rec,328,234,Unf,1941.0,672,TA,9340,50.0,0.0,113,6,4,672,1941,1950
658,526.0,5.0,No,0,Unf,658,0,,1980.0,1184,TA,8410,58.0,0.0,151,3,5,658,1910,1996
1617,0.0,2.0,No,165,LwQ,598,533,,1993.0,1617,Gd,8012,50.0,0.0,69,5,6,1604,1993,1994
1163,511.0,4.0,Mn,0,Unf,1163,396,Fin,1955.0,1674,TA,21780,66.0,0.0,36,7,6,1163,1918,1950
1026,0.0,3.0,Gd,505,GLQ,0,576,Unf,1981.0,1026,TA,10970,69.0,0.0,0,6,6,940,1978,1978
1077,0.0,2.0,No,851,GLQ,140,205,RFn,1939.0,1077,TA,7420,50.0,0.0,4,6,5,991,1939,1950
1088,110.0,4.0,No,0,,901,0,,1980.0,1198,TA,5586,60.0,0.0,98,7,6,901,1920,1998
1328,0.0,2.0,Gd,967,BLQ,383,308,,1959.0,1328,TA,16905,115.0,0.0,104,6,5,1350,1959,1959
1502,0.0,3.0,No,0,Unf,1502,644,RFn,2009.0,1502,Gd,9541,79.0,268.0,114,5,7,1502,2009,2009
918,728.0,4.0,No,364,Rec,554,240,Unf,1941.0,1646,TA,7128,53.0,0.0,0,5,7,918,1941,1950
1372,0.0,3.0,No,0,Unf,1372,529,Fin,2008.0,1372,Gd,8640,72.0,0.0,140,5,7,1372,2007,2008
1264,0.0,3.0,No,697,Rec,571,461,Unf,1960.0,1264,TA,9300,73.0,324.0,0,5,5,1268,1960,1960
1844,0.0,3.0,Av,1110,Rec,734,540,RFn,1969.0,1844,Gd,16381,69.0,312.0,73,5,6,1844,1969,1969
864,0.0,2.0,No,414,,450,288,Unf,1959.0,864,Gd,7332,60.0,207.0,0,6,6,864,1959,1959
1086,809.0,3.0,No,0,Unf,712,409,Fin,1994.0,1895,Gd,10832,69.0,0.0,46,5,7,712,1994,1996
960,1000.0,4.0,No,0,Unf,960,400,Unf,1952.0,1960,TA,7596,60.0,360.0,0,5,5,960,1952,1952
1120,0.0,3.0,No,206,ALQ,914,0,,1980.0,1120,TA,8402,70.0,0.0,30,5,5,1120,2007,2007
1728,0.0,6.0,No,40,GLQ,1424,352,Unf,2002.0,1728,TA,10624,69.0,84.0,0,4,5,1728,1964,1964
1719,0.0,1.0,Gd,1619,GLQ,100,473,Fin,1993.0,1719,Gd,10846,32.0,0.0,30,5,8,1719,1993,1993
691,807.0,3.0,No,592,ALQ,99,409,Fin,1995.0,1498,TA,13031,69.0,0.0,44,5,6,691,1995,1996
1566,0.0,3.0,Av,1078,GLQ,488,750,RFn,2008.0,1566,Gd,9000,75.0,36.0,168,5,8,1566,2008,2008
720,551.0,3.0,No,0,Unf,720,312,,1948.0,1271,TA,21286,115.0,0.0,0,5,5,720,1948,1950
572,539.0,2.0,No,0,Unf,572,288,Unf,1982.0,1111,TA,5700,69.0,0.0,0,7,7,572,1926,1950
1411,0.0,3.0,No,822,ALQ,564,544,Fin,1977.0,1411,TA,11900,85.0,209.0,0,5,7,1386,1977,1977
1445,689.0,5.0,No,0,Unf,844,441,Unf,1930.0,2134,Gd,11888,69.0,0.0,60,6,6,844,1916,1994
1252,0.0,1.0,Gd,429,BLQ,93,564,RFn,1960.0,1252,TA,13500,69.0,0.0,0,7,6,1602,1960,1975
1584,1208.0,3.0,No,493,LwQ,1017,520,Unf,1920.0,2792,TA,10440,60.0,0.0,547,7,6,1510,1920,1950
869,0.0,2.0,No,0,Unf,440,0,,1980.0,869,Fa,5900,51.0,0.0,0,7,4,440,1923,1958
816,0.0,2.0,Mn,690,ALQ,126,288,Unf,1958.0,816,TA,8877,67.0,0.0,0,6,4,816,1938,1958
1160,966.0,3.0,Gd,249,LwQ,0,538,Fin,1967.0,2126,TA,28698,69.0,0.0,0,5,5,1013,1967,1967
804,744.0,3.0,No,556,,248,440,Unf,1976.0,1548,Gd,2308,24.0,0.0,0,6,6,804,1976,1976
1479,0.0,3.0,No,0,Unf,1468,577,RFn,1999.0,1479,Gd,9382,93.0,125.0,25,5,7,1468,1999,2000
1132,1320.0,4.0,Av,0,Unf,1117,691,,2004.0,2452,Gd,13418,108.0,132.0,32,5,8,1117,2004,2005
672,0.0,2.0,,0,,0,0,,1980.0,912,TA,6240,52.0,0.0,0,5,4,0,1947,1950
958,0.0,2.0,Mn,498,BLQ,460,301,RFn,1960.0,958,TA,12772,69.0,0.0,0,8,6,958,1960,1998
1328,0.0,3.0,No,569,ALQ,678,528,Unf,1963.0,1328,TA,9790,69.0,451.0,26,5,6,1328,1963,1963
1214,1306.0,4.0,No,565,GLQ,638,721,,1995.0,2520,Gd,9950,82.0,290.0,114,5,7,1203,1995,1995
1350,0.0,3.0,No,0,Unf,1064,478,RFn,1974.0,1350,TA,10140,78.0,174.0,0,5,6,1064,1974,1974
961,406.0,4.0,No,241,Rec,229,384,Unf,1978.0,1367,TA,8405,50.0,0.0,130,8,5,861,1900,1950
1276,804.0,3.0,No,0,Unf,1276,282,Unf,1926.0,2080,Gd,10918,53.0,0.0,0,9,7,1276,1926,2004
716,840.0,3.0,No,81,,23,452,Fin,1980.0,1556,TA,1950,24.0,0.0,0,6,6,716,1980,1980
1842,0.0,0.0,Gd,1810,GLQ,32,894,Fin,1981.0,1842,Gd,50271,68.0,0.0,72,5,9,1842,1981,1987
841,0.0,2.0,No,0,Unf,721,294,Unf,1950.0,841,TA,8400,60.0,0.0,0,4,4,721,1950,1950
964,925.0,4.0,No,0,Unf,925,308,Unf,1960.0,1889,TA,10120,60.0,0.0,0,4,7,925,1910,1950
858,0.0,2.0,Gd,696,BLQ,162,0,,1980.0,858,TA,7207,50.0,0.0,0,7,5,858,1958,2008
780,240.0,2.0,No,0,Unf,780,0,,1980.0,1020,TA,6342,54.0,0.0,0,8,5,780,1875,1996
1040,0.0,3.0,No,659,ALQ,381,260,Unf,1962.0,1040,TA,6897,69.0,0.0,104,8,5,1040,1962,2010
1482,1092.0,3.0,No,0,Unf,1482,868,Fin,2007.0,2574,Ex,9588,69.0,270.0,148,5,8,1482,2007,2007
876,936.0,4.0,No,540,ALQ,324,264,RFn,1962.0,1812,TA,7590,69.0,288.0,168,5,5,864,1962,1962
1052,720.0,4.0,No,378,,342,240,,1939.0,2192,Gd,8400,60.0,0.0,24,8,5,720,1939,1997
1258,0.0,0.0,Av,1198,,0,400,Unf,1969.0,1258,TA,12900,60.0,0.0,0,4,4,1198,1969,1969
1694,0.0,3.0,No,0,Unf,1694,818,Fin,2007.0,1694,Gd,12030,93.0,254.0,228,5,8,1694,2007,2007
851,651.0,3.0,No,0,Unf,776,270,RFn,1931.0,1502,TA,7200,60.0,0.0,0,6,7,776,1931,2000
1253,0.0,3.0,No,733,BLQ,520,352,RFn,1960.0,1253,TA,10920,69.0,212.0,213,5,6,1253,1960,1960
1352,1168.0,5.0,No,1012,GLQ,326,796,RFn,1993.0,2520,Gd,14541,69.0,0.0,55,7,8,1338,1993,1993
2136,0.0,4.0,No,756,LwQ,1380,528,Unf,1951.0,2136,TA,10680,89.0,44.0,30,3,5,2136,1951,1951
953,694.0,3.0,No,0,Unf,953,460,RFn,1999.0,1647,TA,7917,62.0,0.0,40,5,6,953,1999,2000
1158,0.0,3.0,No,941,ALQ,217,576,Unf,2006.0,1158,Gd,13072,63.0,0.0,50,5,6,1158,2004,2004
1844,0.0,3.0,No,705,BLQ,1139,546,RFn,1977.0,1844,TA,11751,105.0,480.0,122,6,6,1844,1977,1977
1454,482.0,3.0,No,0,Unf,1406,504,RFn,2000.0,1936,Gd,11194,106.0,40.0,124,5,8,1406,2000,2000
630,672.0,3.0,No,0,Unf,630,280,Unf,1991.0,1302,TA,1680,21.0,142.0,0,5,5,630,1971,1971
751,611.0,3.0,Mn,0,Unf,611,502,Fin,1920.0,1362,TA,6155,60.0,0.0,0,8,6,611,1920,1999
1214,0.0,3.0,No,695,BLQ,519,318,RFn,1967.0,1214,TA,10355,69.0,196.0,111,5,5,1214,1967,1967
930,0.0,2.0,,0,,0,308,Unf,1946.0,930,Gd,11100,60.0,0.0,0,7,4,0,1946,2006
1646,0.0,2.0,Gd,1373,GLQ,221,482,Fin,2004.0,1646,Gd,3842,44.0,174.0,53,5,8,1594,2004,2005
1630,0.0,3.0,Gd,0,Unf,1622,860,RFn,2008.0,1630,Ex,10226,61.0,270.0,42,5,8,1622,2008,2008
848,672.0,3.0,No,182,Rec,611,281,Unf,1968.0,1520,TA,4500,55.0,0.0,0,5,5,793,1932,2000
1120,468.0,4.0,,0,,0,680,Fin,1991.0,1588,TA,17120,80.0,0.0,59,4,4,0,1959,1959
1153,878.0,3.0,Av,252,ALQ,901,541,Fin,1998.0,2031,Gd,11404,75.0,202.0,84,5,7,1153,1998,1999
1258,0.0,3.0,No,656,ALQ,602,528,,1971.0,1258,Gd,11040,80.0,144.0,0,7,6,1258,1971,2004
955,0.0,3.0,No,763,BLQ,192,386,Unf,1966.0,955,TA,7742,66.0,0.0,0,7,5,955,1966,1966
483,504.0,3.0,No,321,Rec,162,280,Unf,1987.0,987,TA,1869,21.0,127.0,0,6,6,483,1970,1970
1085,649.0,3.0,No,600,Rec,312,440,,1962.0,1734,Gd,9786,77.0,0.0,0,7,6,912,1962,1981
1358,0.0,3.0,Mn,733,,625,484,RFn,2010.0,1358,Gd,6371,44.0,128.0,35,5,7,1358,2009,2010
840,765.0,3.0,No,0,Unf,840,379,Unf,1915.0,1605,TA,5790,60.0,0.0,0,6,3,840,1915,1950
1246,0.0,3.0,No,340,LwQ,0,305,RFn,1959.0,1246,Gd,7500,75.0,0.0,0,7,5,1246,1959,1994
1493,0.0,3.0,Gd,994,GLQ,484,508,Fin,1997.0,1493,Gd,13125,75.0,215.0,39,5,6,1478,1997,1998
877,600.0,3.0,No,0,Unf,861,216,Unf,1928.0,1477,TA,6292,52.0,0.0,50,7,7,861,1928,1950
1236,857.0,3.0,No,0,Unf,791,542,Fin,1986.0,2093,TA,20544,46.0,123.0,63,6,7,791,1986,1991
483,0.0,2.0,No,358,ALQ,125,264,Unf,1971.0,987,TA,1680,21.0,604.0,0,3,6,483,1971,1971
988,0.0,3.0,No,827,Rec,161,572,Unf,1963.0,988,TA,9945,69.0,57.0,0,5,5,988,1961,1961
664,0.0,3.0,Av,554,GLQ,100,426,RFn,2006.0,1496,Gd,17104,58.0,0.0,24,5,7,654,2006,2006
1168,800.0,3.0,Av,562,,29,530,RFn,1969.0,1968,TA,11075,69.0,232.0,189,4,5,784,1969,1969
1647,0.0,3.0,Mn,1283,ALQ,0,621,Fin,1977.0,1647,Gd,12984,80.0,459.0,0,6,5,1430,1977,1977
2053,1185.0,4.0,Av,816,,1217,666,Fin,1996.0,3238,Gd,14720,56.0,579.0,86,5,8,2033,1995,1996
990,0.0,3.0,No,588,,402,0,,1980.0,990,TA,8070,60.0,0.0,0,5,4,990,1994,1995
1803,0.0,3.0,No,168,Rec,284,484,RFn,1957.0,1803,TA,13125,88.0,67.0,0,4,5,1134,1957,2000
1352,0.0,3.0,Av,300,BLQ,468,288,Unf,1958.0,1352,Gd,6930,92.0,120.0,0,4,5,1062,1958,1958
605,0.0,2.0,Mn,348,,180,0,,1980.0,605,TA,9098,58.0,0.0,0,7,4,528,1920,2002
1472,0.0,3.0,Av,1036,GLQ,336,588,Unf,1980.0,1472,TA,14115,69.0,225.0,48,5,7,1372,1980,1980
1530,0.0,3.0,Av,1274,ALQ,256,430,Fin,2005.0,1530,Gd,16158,124.0,16.0,36,5,7,1530,2005,2005
1048,0.0,2.0,No,0,Unf,993,280,Unf,1922.0,1048,TA,6380,58.0,0.0,0,6,5,993,1922,1950
1501,0.0,3.0,Gd,679,GLQ,811,577,RFn,1999.0,1501,Gd,10335,78.0,183.0,29,5,7,1490,1999,1999
1826,0.0,3.0,Gd,1422,GLQ,392,758,,2005.0,1826,Gd,11302,69.0,238.0,75,5,8,1814,2005,2006
889,551.0,3.0,No,0,Unf,540,352,Unf,1940.0,1440,TA,5000,63.0,0.0,0,4,5,540,1900,1950
1224,0.0,2.0,No,883,GLQ,341,402,Fin,1999.0,1224,TA,4500,69.0,425.0,304,5,6,1224,1999,1999
874,0.0,3.0,No,510,,354,288,RFn,1968.0,874,TA,9858,62.0,0.0,0,6,5,864,1968,1968
1704,0.0,3.0,No,1218,GLQ,486,772,,2008.0,1704,Gd,11478,98.0,200.0,50,5,8,1704,2007,2008
616,0.0,2.0,No,616,LwQ,0,205,Unf,1921.0,616,TA,6000,50.0,0.0,0,7,5,616,1921,1950
